                                                                     
                                                                     
                                                                     
                                             
Angles in degrees, polarised cross sections in microbarns/sterad
Coefficients A_F, B_F, C_F, D_F for sigmaF = rho*sintheta*[A_F + B_F*x + C_F*(3x^2-1)/2 + D_F*(5x^3-3x)/2] with x = costheta and rho = q/k

------------------------------------------------------------------------------

Channel 256: 144.184 +- 0.722 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           5.819837         6.224113
 15.0   5.0          -0.821487         2.872809
 25.0   5.0          -4.760378         3.230000
 35.0   5.0          -6.447465         2.509176
 45.0   5.0          -9.782012         2.089804
 55.0   5.0          -8.680901         1.828595
 65.0   5.0          -9.499022         1.733904
 75.0   5.0          -2.580083         1.649447
 85.0   5.0          -2.045759         1.648980
 95.0   5.0           0.905576         1.588610
105.0   5.0           1.015382         1.597004
115.0   5.0           1.744916         1.633742
125.0   5.0           4.231387         1.691578
135.0   5.0           3.925159         1.782665
145.0   5.0           4.921481         2.007030
155.0   5.0          -1.092777         2.382448
165.0   5.0           0.188770         3.486992
175.0   5.0           7.731799        10.774395

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.032398     0.763089   -13.303715     1.440890    -3.470287     2.031945     0.000000     0.000000

chi^2/ndf =  13.646/15 =   0.910

------------------------------------------------------------------------------

Channel   8: 413.711 +- 0.387 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.278688         1.378818
 15.0   5.0           0.300075         1.366155
 25.0   5.0          -6.456703         1.311309
 35.0   5.0          -9.431708         1.167518
 45.0   5.0          -9.209034         0.884875
 55.0   5.0          -9.454772         0.796704
 65.0   5.0          -7.138017         0.766864
 75.0   5.0          -5.714773         0.739437
 85.0   5.0          -2.549392         0.685305
 95.0   5.0          -0.367253         0.677236
105.0   5.0           0.778929         0.688107
115.0   5.0           3.795597         0.707132
125.0   5.0           3.258929         0.728333
135.0   5.0           4.836050         0.766425
145.0   5.0           4.347541         0.853178
155.0   5.0           3.624981         1.020717
165.0   5.0           4.666461         1.453122
175.0   5.0           1.435483         4.075543

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -2.920262     0.330399   -14.838397     0.625026    -1.605058     0.873611     0.000000     0.000000

chi^2/ndf =  22.408/15 =   1.494

------------------------------------------------------------------------------

Channel   7: 414.460 +- 0.373 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           1.084437         1.892324
 15.0   5.0          -3.235955         1.567815
 25.0   5.0          -4.391546         1.753052
 35.0   5.0          -9.442670         1.532671
 45.0   5.0          -9.554235         1.187608
 55.0   5.0         -10.983871         1.059327
 65.0   5.0         -10.223664         0.987001
 75.0   5.0          -7.364310         0.960317
 85.0   5.0          -3.171287         0.930982
 95.0   5.0          -1.215845         0.914879
105.0   5.0           0.145232         0.901594
115.0   5.0           3.284972         0.917530
125.0   5.0           4.761894         0.962351
135.0   5.0           5.170933         1.035367
145.0   5.0           2.411546         1.074660
155.0   5.0           1.935457         1.423241
165.0   5.0           2.999137         1.913989
175.0   5.0           2.220585         4.986249

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -4.055323     0.435017   -16.072702     0.822190    -1.763989     1.155121     0.000000     0.000000

chi^2/ndf =  19.793/15 =   1.320

------------------------------------------------------------------------------

Channel   6: 415.185 +- 0.360 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -1.991887         1.586770
 15.0   5.0          -1.427010         1.412837
 25.0   5.0          -5.091829         1.520035
 35.0   5.0          -6.570533         1.224159
 45.0   5.0          -8.414330         0.999596
 55.0   5.0         -11.007426         0.902032
 65.0   5.0          -8.483755         0.832498
 75.0   5.0          -5.416319         0.780556
 85.0   5.0          -2.970086         0.759423
 95.0   5.0           0.423275         0.754294
105.0   5.0           2.165296         0.753453
115.0   5.0           3.601492         0.775132
125.0   5.0           5.341101         0.771264
135.0   5.0           4.184367         0.838765
145.0   5.0           5.195970         0.907408
155.0   5.0           4.259426         1.169685
165.0   5.0           3.880415         1.697196
175.0   5.0           3.702263         3.602698

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -2.504033     0.362279   -15.801159     0.684602    -1.101965     0.960639     0.000000     0.000000

chi^2/ndf =  22.326/15 =   1.488

------------------------------------------------------------------------------

Channel   5: 415.883 +- 0.347 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.179926         1.240625
 15.0   5.0          -0.053917         1.552874
 25.0   5.0          -2.962570         1.595666
 35.0   5.0          -7.693355         1.285425
 45.0   5.0          -9.124802         1.057759
 55.0   5.0          -8.692026         0.930993
 65.0   5.0          -8.746755         0.895842
 75.0   5.0          -6.205709         0.828738
 85.0   5.0          -3.137294         0.807094
 95.0   5.0          -1.494388         0.770830
105.0   5.0           1.595365         0.785396
115.0   5.0           4.013155         0.803791
125.0   5.0           4.967359         0.854782
135.0   5.0           3.372105         0.874189
145.0   5.0           2.813818         0.931175
155.0   5.0           4.160702         1.247603
165.0   5.0           0.695675         1.947023
175.0   5.0           2.368749         4.357327

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -2.964343     0.381581   -14.355700     0.721784    -0.895286     1.006707     0.000000     0.000000

chi^2/ndf =  26.668/15 =   1.778

------------------------------------------------------------------------------

Channel   4: 416.555 +- 0.334 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -1.225193         2.466628
 15.0   5.0          -3.196156         1.941880
 25.0   5.0          -3.827862         2.039855
 35.0   5.0          -9.216680         1.735193
 45.0   5.0         -11.042471         1.354060
 55.0   5.0          -8.963202         1.178971
 65.0   5.0          -8.050653         1.118222
 75.0   5.0          -7.229050         1.078044
 85.0   5.0          -3.283400         1.034408
 95.0   5.0          -0.283729         1.038130
105.0   5.0           1.052010         1.025880
115.0   5.0           3.153727         1.045039
125.0   5.0           4.552236         1.097199
135.0   5.0           2.790968         1.138226
145.0   5.0           3.591469         1.254248
155.0   5.0           0.853330         1.507277
165.0   5.0           2.487793         2.458216
175.0   5.0           9.176599         5.973577

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -3.888028     0.492741   -14.883876     0.930832    -3.114929     1.310744     0.000000     0.000000

chi^2/ndf =  13.400/15 =   0.893

------------------------------------------------------------------------------

Channel   3: 417.201 +- 0.322 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.987800         1.199313
 15.0   5.0           0.914441         1.956396
 25.0   5.0          -2.122092         2.112729
 35.0   5.0          -5.503087         1.726414
 45.0   5.0          -8.413430         1.404768
 55.0   5.0         -10.343623         1.234641
 65.0   5.0          -8.495422         1.175860
 75.0   5.0          -6.464468         1.092587
 85.0   5.0          -4.236705         1.079200
 95.0   5.0          -2.131202         1.052388
105.0   5.0           2.054446         1.066630
115.0   5.0           4.697800         1.088606
125.0   5.0           4.743304         1.101244
135.0   5.0           6.140633         1.193205
145.0   5.0           5.930735         1.359658
155.0   5.0           2.641282         1.592543
165.0   5.0           1.084751         2.327885
175.0   5.0           0.732290         5.460314

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -2.159072     0.509057   -15.551829     0.961695     2.141015     1.349336     0.000000     0.000000

chi^2/ndf =  19.497/15 =   1.300

------------------------------------------------------------------------------

Channel   2: 417.825 +- 0.310 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           1.899872         1.419701
 15.0   5.0          -2.558760         1.732616
 25.0   5.0          -1.901367         1.764535
 35.0   5.0          -6.311106         1.375064
 45.0   5.0          -9.576473         1.150583
 55.0   5.0          -9.123645         1.018251
 65.0   5.0          -8.783302         0.967465
 75.0   5.0          -5.882334         0.913556
 85.0   5.0          -3.490722         0.867979
 95.0   5.0          -0.448852         0.853325
105.0   5.0           1.229912         0.875942
115.0   5.0           1.283389         0.885191
125.0   5.0           4.151061         0.932801
135.0   5.0           4.423373         0.962918
145.0   5.0           4.719421         1.079489
155.0   5.0           3.836803         1.235460
165.0   5.0           2.499910         1.916921
175.0   5.0          -2.260338         4.455047

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -2.893780     0.416372   -14.105554     0.788727     0.136292     1.097934     0.000000     0.000000

chi^2/ndf =  21.119/15 =   1.408

------------------------------------------------------------------------------

Channel   1: 418.423 +- 0.298 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           2.629734         3.533233
 15.0   5.0          -1.007297         1.900878
 25.0   5.0          -7.711204         2.189578
 35.0   5.0          -5.410164         1.729503
 45.0   5.0          -8.397428         1.395641
 55.0   5.0         -11.985940         1.255764
 65.0   5.0          -9.335982         1.191123
 75.0   5.0          -6.949816         1.113962
 85.0   5.0          -5.613210         1.082249
 95.0   5.0           0.077511         1.043940
105.0   5.0           2.596877         1.091385
115.0   5.0           3.148572         1.098904
125.0   5.0           4.437876         1.147748
135.0   5.0           2.773219         1.163236
